,Listing,Price,Address,Link,Floor_space_m²,Number_bedrooms,Area
1345,Studio Apartment in Rondebosch,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3367786,42,Studio, Rondebosch
1346,2 Bed Apartment in Wynberg,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3013301,80,2, Wynberg
1347,2 Bed Apartment in Wynberg,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3116141,69,2, Wynberg
1349,3 Bed Apartment in Wynberg,1295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3282942,109,3, Wynberg
1350,2 Bed Flat in Kenilworth,1295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3197865,55,2, Kenilworth
1351,3 Bed Apartment in Rosebank,1300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3231623,67,3, Rosebank
1352,1 Bed Apartment in Rondebosch,1325000," 208 evergreen, ",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/208-evergreen/T3293883,68,1, Rondebosch
1353,2 Bed Apartment in Rondebosch,,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3455752,71,2, Rondebosch
1354,3 Bed Apartment in Tokai,1350000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3296087,84,3, Tokai
1355,2 Bed Apartment in Pinelands,1395000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3357452,86,2, Pinelands
1356,2 Bed Apartment in Wynberg Upper,1455000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3389566,92,2, Wynberg Upper
1357,2 Bed Apartment in Wynberg Upper,1455000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3388184,92,2, Wynberg Upper
1358,2 Bed Apartment in Kenilworth,,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3472704,71,2, Kenilworth
1359,2 Bed Apartment in Mowbray,1495000," 321 heather view, 3 strubens road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/321-heather-view/3-strubens-road/T3292810,,2, Mowbray
1360,2 Bed Apartment in Wynberg,1500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3375909,92,2, Wynberg
1361,2 Bed Apartment in Rosebank,1500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3290075,83,2, Rosebank
1362,2 Bed House in Kirstenhof,1550000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/T3455793,329,2, Kirstenhof
1363,2 Bed House in Rosebank,1550000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3392351,48,2, Rosebank
1364,2 Bed Apartment in Wynberg Upper,1575000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3417719,50,2, Wynberg Upper
1365,Studio apartment in Claremont,1595000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3300417,52,Studio, Claremont
1366,2 Bed Apartment in Rosebank,1600000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3291244,83,2, Rosebank
1367,1 Bed Apartment in Claremont,1680000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3253483,53,1, Claremont
1368,2 Bed Apartment in Claremont,1695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3444368,68,2, Claremont
1369,2 Bed Apartment in Rosebank,1701000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3424753,80,2, Rosebank
1370,2 Bed Apartment in Pinelands,1895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3452649,67,2, Pinelands
1371,2 Bed Apartment in Claremont,1899000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T2984615,71,2, Claremont
1372,3 Bed House in Southfield,1950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3449454,109,3, Southfield
1373,3 Bed House in Claremont,1990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3395365,222,3, Claremont
1374,1 Bed Apartment in Newlands,2125000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3477068,41,1, Newlands
1375,2 Bed Apartment in Wynberg Upper,2195000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3345741,57,2, Wynberg Upper
1376,2 Bed Apartment in Claremont Upper,2195000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T2188781,72,2, Claremont Upper
1377,2 Bed Apartment in Claremont,2200000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3068352,81,2, Claremont
1378,2 Bed Apartment in Rondebosch,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3353437,72,2, Rondebosch
1379,1 Bed Apartment in Newlands,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3475081,49,1, Newlands
1380,1 Bed Apartment in Newlands,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3404373,52,1, Newlands
1382,3 Bed House in Mowbray,2495000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3458323,131,3, Mowbray
1383,3 Bed Apartment in Claremont,2500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3437218,121,3, Claremont
1384,3 Bed Apartment in Rondebosch,2500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3147857,102,3, Rondebosch
1385,2 Bed Apartment in Rondebosch,2500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3068097,54,2, Rondebosch
1386,2 Bed Apartment in Claremont Upper,2775000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T2688870,78,2, Claremont Upper
1387,4 Bed House in Rondebosch East,2850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch-east/T3480610,196,4, Rondebosch East
1388,2 Bed House in Newlands,2900000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3475288,206,2, Newlands
1389,3 Bed Apartment in Claremont Upper,2950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T2785108,85,3, Claremont Upper
1390,2 Bed Apartment in Claremont Upper,2995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3414243,115,2, Claremont Upper
1391,4 Bed House in Mowbray,3000000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3112293,186,4, Mowbray
1392,1 Bed Apartment in Wynberg,358995," 457 grand central, main",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/457-grand-central/main/T3417854,33,1, Wynberg
1393,1 Bed Apartment in Wynberg,465000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3473922,86,1, Wynberg
1394,1 Bed Apartment in Wynberg,470000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3473926,78,1, Wynberg
1395,1 Bed Apartment in Wynberg,480000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3473929,78,1, Wynberg
1396,Studio Apartment in Wynberg,480000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3372288,40,Studio, Wynberg
1397,1 Bed Apartment in Wynberg,500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3473932,101,1, Wynberg
1398,1 Bed Apartment in Wynberg,535000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3482371,124,1, Wynberg
1399,1 Bed Apartment in Pinelands,690000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3343637,27,1, Pinelands
1400,2 Bed Apartment in Wynberg,699000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3372033,220,2, Wynberg
1401,2 Bed Apartment in Wynberg,700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3479201,277,2, Wynberg
1402,1 Bed Apartment in Pinelands,700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3400329,27,1, Pinelands
1403,Studio Apartment in Pinelands,700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3349733,27,Studio, Pinelands
1404,1 Bed Apartment in Pinelands,700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3293753,27,1, Pinelands
1405,2 Bed Apartment in Wynberg,710000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3475900,254,2, Wynberg
1406,2 Bed Apartment in Wynberg,760000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3475912,295,2, Wynberg
1407,1 Bed Apartment in Pinelands,760000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3167939,38,1, Pinelands
1408,2 Bed Apartment in Southfield,779000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3461411,750,2, Southfield
1409,Studio Apartment in Rondebosch,895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3431135,39,Studio, Rondebosch
1410,Studio Apartment in Mowbray,925000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3010418,34,Studio, Mowbray
1411,2 Bed Apartment in Crawford,935000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/crawford/T3233353,63,2, Crawford
1412,1 Bed Apartment in Kenilworth Upper,950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3283373,320,1, Kenilworth Upper
1413,1 Bed Apartment in Pinelands,995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3343653,41,1, Pinelands
1414,1 Bed Apartment in Rosebank,995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3329987,50,1, Rosebank
1415,2 Bed Apartment in Lansdowne,995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3279686,70,2, Lansdowne
1416,2 Bed Apartment in Mowbray,1050000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3457086,61,2, Mowbray
1417,2 Bed Apartment in Claremont,1095000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3248280,48,2, Claremont
1418,2 Bed Apartment in Claremont,1150000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3283219,50,2, Claremont
1419,2 Bed Apartment in Lansdowne,1160000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3112338,62,2, Lansdowne
1420,Studio Apartment in Claremont,1195000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3183741,42,Studio, Claremont
1421,2 Bed Apartment in Crawford,1220000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/crawford/T3233310,81,2, Crawford
1422,2 Bed Apartment in Claremont,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3275055,1510,2, Claremont
1423,2 Bed Apartment in Kenilworth,1290000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3083047,53,2, Kenilworth
1424,1 Bed Apartment in Rondebosch,1295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3238562,67,1, Rondebosch
1425,2 Bed Apartment in Claremont,1400000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3423296,66,2, Claremont
1426,2 Bed Apartment in Pinelands,1425000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3343664,55,2, Pinelands
1427,2 Bed Apartment in Wynberg,1455000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3388502,93,2, Wynberg
1428,2 Bed Apartment in Claremont,1595000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T2254413,55,2, Claremont
1429,2 Bed Apartment in Pinelands,1635000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3400328,56,2, Pinelands
1430,2 Bed Apartment in Rosebank,1750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3262701,83,2, Rosebank
1431,2 Bed Apartment in Rosebank,1780000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3248570,86,2, Rosebank
1432,2 Bed Apartment in Kenilworth Upper,1795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T2947944,70,2, Kenilworth Upper
1433,2 Bed Apartment in Diep River,1950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3358198,79,2, Diep River
1434,2 Bed Apartment in Diep River,1975000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3358189,79,2, Diep River
1435,2 Bed Apartment in Diep River,1975000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3358174,79,2, Diep River
1436,2 Bed Apartment in Diep River,1975000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3358164,79,2, Diep River
1437,2 Bed Apartment in Rosebank,1995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3450594,71,2, Rosebank
1438,2 Bed House in Plumstead,1995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3403697,94,2, Plumstead
1439,2 Bed Apartment in Tokai,2050000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3358196,79,2, Tokai
1440,2 Bed Apartment in Tokai,2050000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3358016,60,2, Tokai
1441,1 Bed Apartment in Kenilworth Upper,2150000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3458538,41,1, Kenilworth Upper
1442,2 Bed Apartment in Tokai,2150000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3358057,72,2, Tokai
1443,2 Bed Apartment in Tokai,2180000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3358043,79,2, Tokai
1444,3 Bed Apartment in Pinelands,2185000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3166754,110,3, Pinelands
1445,2 Bed Apartment in Diep River,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3472747,87,2, Diep River
1446,1 Bed Apartment in Kenilworth,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T2030352,46,1, Kenilworth
1447,2 Bed Apartment in Diep River,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T2926843,87,2, Diep River
1448,2 Bed Apartment in Kenilworth Upper,2490000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3426158,56,2, Kenilworth Upper
1449,2 Bed House in Claremont Upper,2990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3477080,144,2, Claremont Upper
1450,2 Bed Townhouse in Newlands Upper,2990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3385562,114,2, Newlands Upper
1451,1 Bed Apartment in Wynberg,449000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3406973,,1, Wynberg
1452,1 Bed Apartment in Wynberg,499000, main road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/main-road/T3009539,,1, Wynberg
1453,1 Bed Apartment in Wynberg,610000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3482389,,1, Wynberg
